age,loan_amount,employment_years,income,debt,dti,loan_to_income,monthly_obligation
58,1755,2.0,4828.726539669296,2663.7540692276907,0.5516473230248659,0.3634498631434603,221.97950576897424
52,2315,1.0,7133.232099695678,4122.243534746935,0.577892808916564,0.32453731599435326,343.5202945622446
29,1412,1.0,4377.545134269023,1693.9375113825465,0.38696060449994785,0.32255521226870926,141.16145928187888
27,1295,2.0,4713.120001263725,2099.0565952495263,0.44536455568428307,0.274764911492339,174.92138293746052
47,12612,3.0,44353.166438309265,11834.027052409609,0.26681357843683007,0.2843539934751222,986.1689210341341
30,2249,2.0,8657.788610738879,5164.089099223943,0.5964674504547907,0.2597661020748882,430.3407582686619
28,1108,1.0,3652.28551610592,1068.9095830029305,0.29266868055337736,0.3033716819547431,89.07579858357754
56,618,1.0,1746.5456586531607,1007.9187666866704,0.5770927096540502,0.3538413078055843,83.99323055722253
54,1409,1.0,5097.282540262933,2344.0295165522357,0.45985865959694744,0.2764217970792177,195.33579304601963
33,797,1.0,2933.7942449968896,1299.9487335147587,0.44309471795154365,0.2716618595046855,108.32906112622989
20,3617,2.0,12352.186164811827,5003.566806016802,0.4050754044066034,0.29282265922318224,416.96390050140013
54,1318,1.0,4869.5129909068155,1423.2024560892253,0.2922679246871035,0.2706636171751044,118.6002046741021
58,15945,4.0,53018.09437870695,14347.290820283564,0.2706112128022033,0.30074638077531146,1195.6075683569636
61,2012,1.0,6767.651270288763,1950.3997632157232,0.28819448362807015,0.2972966424604428,162.53331360131025
34,2622,2.0,8486.68340018149,2330.23368183563,0.2745753048577018,0.30895461470189023,194.18614015296916
36,2337,3.0,6311.205998934601,3230.2884822872265,0.5118337894267013,0.3702937283927209,269.1907068572689
36,7057,2.0,19833.85306705567,6744.503791562218,0.340050103666692,0.3558058021374467,562.0419826301849
41,1469,2.0,3978.8926316984175,887.8384461700086,0.22313707062535856,0.3691982005990816,73.98653718083405
24,2323,3.0,8165.84184715435,4798.583893987342,0.5876410520563244,0.28447771135924266,399.88199116561185
24,932,0.0,2875.973032484182,1591.8923551548282,0.5535143539853702,0.3240642347730797,132.65769626290236
35,1919,1.0,6418.596208460086,3665.6661566148096,0.5711009132780851,0.29897503093755073,305.4721797179008
26,2445,1.0,9478.666704999063,5667.8932022245635,0.5979631290585741,0.2579476709219561,472.32443351871365
39,11938,2.0,35802.73417543903,9650.916987958617,0.2695580996877949,0.33343822126829537,804.2430823298847
39,6458,2.0,20755.003889285465,7440.602635226296,0.3584968075610635,0.3111538805027095,620.0502196021913
32,6078,1.0,22330.986426752865,11239.082529026511,0.5032953902816365,0.2721778556418118,936.5902107522093
30,7721,2.0,22944.734181014424,10976.950062502738,0.47840824722151687,0.3365042252870694,914.7458385418948
35,1410,1.0,3904.7222304781308,1021.312752761551,0.261558362535942,0.36110122994007343,85.10939606346258
31,1449,0.0,4423.7998070294,2328.3929297665545,0.5263332499962471,0.3275464675633705,194.03274414721287
23,392,1.0,1129.5983261380932,327.33074293328593,0.28977622873466424,0.3470260099801866,27.27756191110716
28,6260,2.0,24453.209738219346,7079.865578990106,0.2895270459290492,0.25599911287784366,589.9887982491755
25,7855,3.0,29410.380775304664,12199.12505261884,0.41478976915736543,0.26708256720687185,1016.5937543849033
35,1680,1.0,5898.824414583349,2578.824308526949,0.4371759739366813,0.2848025101148333,214.9020257105791
47,3578,4.0,13698.78132225554,5918.3459081417695,0.4320344831351245,0.26119111735779377,493.19549234514744
30,7174,4.0,26818.057972898994,6345.011318215868,0.23659473495910194,0.2675063200791679,528.7509431846557
27,2132,1.0,6215.689820726705,3424.7477849204324,0.5509843450521521,0.3430029588816802,285.39564874336935
23,4281,3.0,16510.726763380793,5056.24524528593,0.3062400170354824,0.25928598185604085,421.35377044049415
36,2366,1.0,8010.778325829907,2017.1617948795229,0.25180596851312165,0.29535207488779003,168.09681623996025
25,1835,2.0,6868.870246301407,3815.652146168091,0.5554992319475909,0.26714727956727224,317.9710121806742
41,3868,2.0,14936.108197472096,8696.707310148782,0.5822605992919013,0.25896973621646974,724.7256091790651
24,1768,1.0,5464.306858333674,2977.2333123797234,0.5448510469061802,0.3235543035625102,248.10277603164363
63,781,1.0,2197.267404074821,1150.9427944419929,0.5238064298899512,0.3554414899850785,95.91189953683273
27,1924,2.0,5715.396336974261,2641.066313785262,0.4620967922556087,0.3366345720511429,220.08885948210516
30,2121,1.0,6863.860826235053,2885.1754960337767,0.4203429482436557,0.3090097619539593,240.43129133614806
40,701,1.0,2633.904467882224,618.4268198073494,0.23479470396456406,0.2661448084195837,51.535568317279115
30,639,1.0,2437.3424569344047,885.6846345422765,0.3633812852282795,0.2621707910523618,73.80705287852304
34,1860,1.0,4977.241283717353,1737.4325258799051,0.3490754068049256,0.37370099096558596,144.78604382332543
29,3499,1.0,11713.47308229187,3559.7421980983913,0.30390151350413047,0.29871584417517455,296.64518317486596
24,8487,4.0,27355.42291163158,13386.86984341905,0.48936804547543394,0.31024927040668454,1115.5724869515875
29,6887,3.0,20404.875320949228,8128.288083776393,0.39835029403150835,0.33751737717942687,677.3573403146994
27,2708,1.0,7654.127219652819,1778.9606628219988,0.23241848636305917,0.35379605306884765,148.24672190183324
47,1984,2.0,6183.7713334197315,1781.3792956110708,0.28807328077992456,0.32083980681459223,148.4482746342559
21,10144,5.0,39803.834715318124,18839.29450166329,0.47330350546383837,0.2548498171734237,1569.9412084719409
38,1240,1.0,3841.0288476076494,885.174100519693,0.2304523437961201,0.32283017108093914,73.76450837664107
27,8613,2.0,28925.791500100815,15633.891787707731,0.5404827656195075,0.29776194715259496,1302.824315642311
66,766,1.0,2760.6833633516085,1098.9137844898441,0.39805861080558963,0.27746753219465103,91.57614870748701
35,2728,1.0,8597.30874038762,3372.1622207828686,0.3922346309306592,0.3173085999790447,281.0135183985724
44,1881,1.0,7453.229463464169,3256.786354696775,0.43696311386380704,0.2523738212033706,271.3988628913979
27,709,0.0,2800.5001761519425,1483.907711367402,0.5298723863700596,0.2531690610261661,123.65897594728351
30,4795,3.0,14396.394811310161,4882.158432649644,0.3391236831608772,0.3330694984992305,406.846536054137
27,3416,2.0,11374.134528171186,5359.565678226168,0.4712064610236254,0.30033054308785717,446.63047318551395
22,2462,2.0,7553.01653169185,3219.796456965053,0.4262927855983164,0.3259624799799717,268.31637141375444
23,2288,2.0,6970.286734847528,2138.5627907259855,0.3068113080677685,0.328250484813097,178.2135658938321
30,3566,4.0,9684.71847235502,5340.657318158539,0.5514519945420632,0.3682089479605555,445.0547765132116
39,860,0.0,2992.3004362969486,1552.91538020697,0.5189704086427712,0.28740429589492456,129.4096150172475
51,682,1.0,2275.7694584561114,1054.5477217632374,0.4633807338633702,0.2996788613477003,87.87897681360312
28,5371,3.0,14691.323163951593,7936.7330565808115,0.5402326916376967,0.3655899431290801,661.3944213817343
46,1582,2.0,4806.424941896426,2628.718780161415,0.5469176803839209,0.32914276601098963,219.0598983467846
42,1346,0.0,5219.3678433481555,2522.7563455035634,0.4833451906860139,0.25788563680473586,210.2296954586303
38,1924,1.0,5745.222770191008,3072.575767265534,0.5348053313454688,0.33488692727158326,256.0479806054612
24,5848,3.0,16724.46028265263,8010.82556011917,0.47898858466771344,0.3496674870916947,667.5687966765976
29,7758,2.0,25750.89935231111,12155.8744940633,0.47205630870412013,0.30127103111463677,1012.9895411719417
36,6967,2.0,27734.702285051408,12409.74141898767,0.44744455128607374,0.2512015426880969,1034.1451182489725
20,1282,1.0,3832.4198107703255,1920.3744266889332,0.5010866558230564,0.33451450083760914,160.03120222407776
48,1288,1.0,4588.947446745029,1208.9216865391568,0.2634420421172295,0.2806743844742844,100.74347387826306
45,339,1.0,1248.2520661285803,689.4699112906414,0.5523483036795713,0.27157976277291435,57.45582594088679
38,3512,2.0,10478.11073933508,5749.731360301854,0.5487374110980927,0.335174926794376,479.1442800251545
34,1898,0.0,6904.206172887079,1461.6129434043676,0.21169891321382367,0.274904884424436,121.80107861703063
36,2872,2.0,9067.030876226261,4808.48856543547,0.5303267002259051,0.31675198190075415,400.7073804529559
30,1055,2.0,3702.7768683683016,931.425919397805,0.2515479469893781,0.28492130028480644,77.61882661648376
36,1262,1.0,4431.352659973666,1480.2824624861635,0.33404754170365675,0.2847888888192211,123.35687187384696
70,7308,1.0,24708.588521624446,12290.13353118082,0.4974033025166431,0.29576760297757154,1024.1777942650683
36,909,3.0,2533.431201305943,669.5958948881822,0.2643039584193233,0.3588019282037046,55.79965790734852
32,2978,0.0,11258.041109153002,5935.090775216179,0.5271868096476249,0.26452203994696993,494.5908979346816
33,1131,2.0,3499.736337977378,1864.8473558641326,0.5328536711830967,0.3231672019766052,155.40394632201105
20,1577,1.0,4597.519587867428,1852.7410560439405,0.4029870935043345,0.3430110453822984,154.3950880036617
25,3972,2.0,10807.94514967403,2189.1962904341626,0.20255434868673342,0.3675074165341963,182.4330242028469
31,1935,2.0,6684.503793425663,2104.383754711343,0.3148152532699652,0.2894754883530935,175.3653128926119
33,950,1.0,3391.5815250002247,1515.2594804554403,0.4467707673502968,0.2801053116362689,126.2716233712867
26,763,1.0,2051.5420179626058,1215.4862722594798,0.5924744712109693,0.37191536576849554,101.29052268828998
34,2064,2.0,6913.280096439622,3129.8175716821847,0.45272541080666734,0.29855581883091525,260.8181309735154
33,1414,1.0,4197.686701506513,1275.7669551960198,0.30392143242566394,0.33685219992538457,106.31391293300165
26,3414,2.0,12040.826541943814,5461.746387438982,0.45360228123984453,0.2835353526693077,455.14553228658184
53,7485,2.0,21700.176961469817,9027.146710870178,0.41599415188634215,0.34492806271995574,752.2622259058481
42,2577,1.0,9246.062068120073,4733.411984466054,0.5119381580604574,0.2787132490582513,394.45099870550445
52,338,0.0,1075.6220627327757,261.15270670956437,0.24279225553078337,0.31423676745832213,21.762725559130363
31,1963,1.0,7686.40129052028,3877.1065988694677,0.5044111610008112,0.25538609367442067,323.09221657245564
65,571,2.0,1627.365945476483,677.8087081201243,0.4165066314704441,0.35087375497022255,56.484059010010355
28,9572,3.0,29878.2494830041,17484.656033175652,0.5851968015435978,0.3203668275628036,1457.0546694313043
30,4455,3.0,12554.0327161691,4227.556286112724,0.3367488664154744,0.35486604987592035,352.2963571760603
40,1647,2.0,6422.627185739723,2909.7632648024346,0.45304875725357924,0.2564371171437234,242.48027206686956
50,3777,2.0,14490.28098362662,8300.195850116266,0.5728112422040071,0.26065747132632167,691.6829875096888
36,884,2.0,2661.3605318669306,641.3982440561095,0.24100389119627172,0.33216093400914704,53.44985367134246
31,1360,1.0,4823.437736808645,2772.9528487010803,0.5748913948945804,0.2819565783178998,231.07940405842336
74,5129,1.0,19266.043553109383,9154.343224785707,0.47515428892032535,0.26621968261730733,762.8619353988089
68,1175,1.0,4003.147938172491,909.25430094992,0.22713482364206877,0.2935190050798894,75.77119174582667
20,674,1.0,2273.312653082598,728.3362445593472,0.3203854267787265,0.29648363549380685,60.694687046612266
33,3244,2.0,9696.758442241422,4686.141160100634,0.4832688354581126,0.33454478827361034,390.5117633417195
54,4591,2.0,12812.579742662512,2907.6899293464708,0.2269402405875087,0.3583197211029392,242.3074941122059
34,3844,4.0,14849.196498096782,6427.74472303732,0.4328681840705093,0.2588692257182188,535.6453935864433
36,3915,2.0,15140.182258392584,5122.7294606216155,0.3383532227811827,0.2585834128799749,426.89412171846794
29,2108,0.0,7400.770495909399,3318.255396920221,0.4483662071069908,0.2848352075186154,276.52128307668505
21,3031,4.0,9452.799062224816,2063.5159141758345,0.21829681352500518,0.3206457664071643,171.95965951465288
34,1501,1.0,4701.551428658139,2579.340332169171,0.5486147224609506,0.3192563184251709,214.94502768076424
28,1382,0.0,5023.027664264895,2960.5503420668906,0.5893955876709587,0.2751328665441964,246.71252850557423
27,951,1.0,3673.535809619868,2158.390160539847,0.5875511421142765,0.25887865241700425,179.86584671165392
36,2760,2.0,10624.478041295632,5310.759378247027,0.49986073269716985,0.2597774675868617,442.5632815205856
40,4297,2.0,15926.833627400281,4014.1114869899034,0.2520344960522528,0.2697962508133134,334.50929058249193
52,936,1.0,3297.255494400551,1659.5260944715865,0.503305278371609,0.2838724513734314,138.29384120596555
27,1168,1.0,3245.7006388189566,681.0608359465596,0.20983476658352063,0.3598606679958664,56.755069662213295
26,5117,2.0,14748.072173362852,3080.1263285448763,0.20884942061159892,0.3469606020264832,256.67719404540634
21,902,1.0,3485.994504068568,1148.4402789800038,0.3294440876598165,0.2587496907832928,95.70335658166698
38,1495,1.0,5195.481925588116,2054.5911306412845,0.3954572761618663,0.2877500146111604,171.21592755344037
38,10623,2.0,28458.267039097944,14461.43741777002,0.5081629671231173,0.3732834464377393,1205.1197848141683
43,1935,1.0,5421.796580594363,2566.2347306873075,0.4733181506426021,0.3568927699954166,213.8528942239423
26,1424,1.0,5057.102025613162,1913.4105969803306,0.37836108255069933,0.2815841944235529,159.45088308169423
21,6568,2.0,17558.99264360262,5433.641976853836,0.30945066651266634,0.37405334880602964,452.803498071153
55,1413,1.0,4070.962368870568,2437.89500066248,0.5988498000630844,0.34709237570083884,203.15791672187333
33,3074,1.0,10446.41022468385,3870.107930235549,0.3704725208943892,0.2942637646697463,322.50899418629575
45,3835,3.0,13764.557444201972,5238.168539221679,0.38055480973187017,0.27861411567688377,436.5140449351399
50,5293,2.0,18715.774595396353,4968.093541423558,0.2654495284766677,0.28280956115500316,414.0077951186299
66,1908,2.0,5658.541123267664,2930.6932313604493,0.5179238194999718,0.33718938476109866,244.22443594670412
51,3342,3.0,12085.47061032462,5770.484583099624,0.47747289031259543,0.27653039817455916,480.87371525830196
39,932,0.0,2780.1548660626904,801.5404585219173,0.28830784511550417,0.33523312365685465,66.79503821015977
31,3104,2.0,9624.05421744849,2241.946703288485,0.23295241824633706,0.32252519882654257,186.82889194070708
23,3913,3.0,14329.36115763577,6766.320338306212,0.4721997208298852,0.27307567706288544,563.8600281921844
24,3021,2.0,10672.72131736218,4928.710579116787,0.4618044857124541,0.2830580795813992,410.7258815930656
64,1364,1.0,5181.787642552078,1602.7466645939944,0.3093038107992837,0.2632296215304218,133.56222204949952
26,625,1.0,2214.6774102502864,1285.2779026684973,0.580345424900164,0.28220814332023514,107.10649188904144
23,1200,1.0,4109.293765336755,1070.1552542274183,0.2604231567123601,0.292020981834493,89.17960451895152
30,707,1.0,1973.6374144726155,736.0363384610245,0.37293392041704077,0.3582218267730401,61.33636153841871
32,2978,2.0,9401.410215347993,5428.810183561062,0.5774463680670395,0.31676098923312107,452.40084863008855
30,4657,1.0,14065.396568391727,5174.531778939524,0.3678909267704489,0.33109624583677794,431.2109815782937
27,2613,3.0,7818.059917532728,3560.4256306014204,0.4554103790656342,0.3342261414676682,296.7021358834517
27,10961,4.0,43449.55825418875,15600.032033167163,0.3590377591851177,0.2522695382971657,1300.0026694305968
53,7865,1.0,25095.61813933876,7771.763630325246,0.30968608093946803,0.31340132593391595,647.6469691937705
22,1478,1.0,5699.259744735698,3383.029628442005,0.5935910591839313,0.25933192488115697,281.91913570350044
22,3149,2.0,11047.274044353842,4018.264786244987,0.3637336025260172,0.28504769478488895,334.8553988537489
26,4210,3.0,15688.20745054712,8748.367005584321,0.5576396814716538,0.26835443203252507,729.0305837986934
51,2507,1.0,8365.48158988629,2442.568726813834,0.2919818423564345,0.29968388228012066,203.54739390115284
35,2141,1.0,7356.201622646714,2098.296792346529,0.28524188161003333,0.29104694376629686,174.8580660288774
25,866,2.0,2878.0270971295154,611.447313100263,0.21245363315380453,0.30090057208416504,50.953942758355254
42,1544,0.0,4519.273564213575,2081.8789754812037,0.4606667301503541,0.3416478285860707,173.48991462343363
30,1823,2.0,6617.3736081623,2298.945321980526,0.3474105374895044,0.2754869390707203,191.57877683171048
23,14555,0.0,44262.188980435545,24155.793076567323,0.5457432999358548,0.3288359734407509,2012.9827563806102
61,2767,2.0,7468.376372154445,2907.319148912743,0.38928396267662285,0.37049552166608174,242.27659574272857
35,1291,1.0,4553.739645354872,2674.3082478978954,0.5872773711658887,0.2835032523910121,222.85902065815796
39,2522,2.0,7320.897511286104,2007.4648167336413,0.2742102062812485,0.34449328051813494,167.28873472780344
29,915,2.0,3587.3594729105553,1963.8973145641655,0.5474492671822443,0.25506225593211246,163.6581095470138
51,1595,0.0,6282.021440425502,3207.8435200069753,0.5106387411166966,0.25389916528078027,267.3202933339146
24,4605,4.0,17897.267355953554,9098.411216846505,0.5083687378576207,0.2573018499647176,758.2009347372087
27,1185,1.0,3744.8507464036024,2014.404990225829,0.537913291246755,0.3164345070729519,167.86708251881907
35,3447,1.0,9263.038609566676,4672.365566277943,0.5044095963771995,0.37212411016402425,389.3637971898286
25,1258,2.0,4911.766335647145,2212.6924249243543,0.45048812865256616,0.256119675496382,184.39103541036286
52,717,1.0,2321.3440457913525,586.1346152977204,0.25249795107295503,0.3088727848420128,48.84455127481004
35,1204,0.0,4762.469869504771,1014.4559538198308,0.2130104717965008,0.2528099983811969,84.53799615165256
26,1925,2.0,7606.624607862414,4323.142481289261,0.5683391391262747,0.2530688839318122,360.26187344077175
22,433,2.0,1647.1374589564894,735.7106246410611,0.44666012580829517,0.2628803064647187,61.30921872008843
39,666,0.0,2037.4706161577922,1056.662653246714,0.5186149163904705,0.32687587969043946,88.05522110389283
46,2251,1.0,7158.47331611058,2810.4806249874796,0.39260894060502005,0.3144525236874164,234.20671874895663
24,2150,2.0,8173.258458348323,2018.1677507378304,0.2469232755849578,0.2630529807611735,168.1806458948192
35,4151,2.0,12823.390991204946,3206.8007422238047,0.25007431688102016,0.32370532902311144,267.2333951853171
24,2030,1.0,5872.093701030357,2784.7001821189956,0.47422611489158856,0.3457029303949633,232.0583485099163
27,7418,5.0,25288.469019888056,9410.40472087372,0.3721223579597851,0.293335274435401,784.2003934061432
35,2684,2.0,10507.519218463382,2944.3108115250384,0.2802098906801347,0.255436125711175,245.3592342937532
29,2149,1.0,7725.02404407269,3064.0366862195847,0.3966378186965748,0.27818683640847686,255.3363905182987
23,3812,1.0,13062.764240507548,2948.0513309599337,0.22568357483005363,0.29182184794999305,245.67094424666115
57,1154,1.0,3226.8555650819562,1396.5461758108015,0.43278856076575956,0.3576236917721139,116.37884798423346
27,1657,1.0,5777.422632854033,1777.1199597195232,0.30759736177403907,0.2868060907604826,148.09332997662693
55,1603,2.0,6390.741762289512,3316.946053392359,0.5190236402548752,0.25083160290703377,276.4121711160299
36,5302,2.0,15128.967265045403,4903.9758197571255,0.3241447835694295,0.35045353110452965,408.6646516464271
57,2748,1.0,9227.15984626073,3525.587601578714,0.38208805963272047,0.2978164511925753,293.79896679822616
32,1231,1.0,4722.728335391085,966.497928316829,0.20464821596324026,0.2606544168071573,80.54149402640242
37,802,1.0,2930.7952419184962,671.0898459997378,0.22897875511782356,0.2736458653027604,55.924153833311486
36,6304,3.0,22669.316308312227,8092.887493325456,0.3569974225626739,0.2780851400308219,674.4072911104546
38,1533,2.0,5523.87746766965,2165.224819515349,0.3919755338868494,0.27752244849245805,180.43540162627906
45,8978,1.0,28244.682074201286,12427.892262687348,0.4400082192477215,0.31786514631016194,1035.657688557279
25,999,2.0,3055.064336560305,967.432044321663,0.31666503148372127,0.3269980235914683,80.61933702680525
32,2662,2.0,9971.359194511739,4766.237447001152,0.477992754450617,0.26696460814140277,397.1864539167627
